ABWN,0.7763975155279503,0.5652173913043478
ACTL,0.8811881188118812,0.643979057591623
CFGX,0.8072289156626506,0.6555555555555556
CX,0.762962962962963,0.8775510204081632
ETHE,0.7649769585253456,0.584
FCX,0.7788461538461539,0.8838383838383839
FERN,0.6072507552870091,0.7670454545454546
GGB,0.8233890214797136,0.862796833773087
GGII,0.8661710037174721,0.818815331010453
GVSI,0.7762237762237763,0.7588652482269503
IFAN,0.7241379310344828,0.7753623188405797
INOH,0.8449612403100775,0.52
JCI,0.782312925170068,0.9652777777777778
KEY,0.7663817663817664,0.8450704225352113
MOS,0.7559681697612732,0.9342465753424658
VALE,0.7540983606557377,0.9146341463414634
IVN.TO,0.6904761904761905,1
WEF.TO,0.7692307692307693,0.8087431693989071